Ind	Poids	Pression	Hues	Huefond	Lchair	ethylene	IR	AT	Glucose	Fructose	Malique
GoMo-C078	0.052520826017969	58.1808333333333	56.0883255838547	78.8252981368521	230753.5566875	1.91203702842566	15.7562724014337	15.7562724014337	1.28335536115294	0.663716814	11.4764753468423
GoMo-C079	0.0591916593513023	64.0324999999999	58.1663327541154	74.6356163066843	174808.965781195	3.44943453684757	12.6247597963917	12.6247597963917	1.10113991091776	0.477369162	7.21201679645994
GoMo-C080	0.0566704093513026	52.1282499999999	62.0646363283696	81.9565589358591	216648.081254945	3.09554696310646	17.5562724014337	17.5562724014337	1.39225349020931	0.894632206999999	7.14431803884231
GoMo-C081	0.0477679093513025	85.8867499999999	65.7956308898199	75.7117820423801	219873.2998985	3.05707745589465	13.2247597963917	13.2247597963917	1.19272861728162	0.705121358499998	5.80763913645995
GoMo-C083	0.0462266593513025	81.3523749999999	63.5717820380802	77.5667256365812	230705.602531312	1.68668429356662	17.3562724014337	17.3562724014337	1.07523322214299	1.610671937	9.1703894438423
GoMo-C084	0.0578749926846358	61.8716666666666	55.244647997396	68.6451058483549	220041.095737339	1.8009815756146	12.6562724014337	12.6562724014337	1.20295710147951	0.623752494999999	6.87246626484229
GoMo-C085	0.0400779093513024	68.1195994352212	56.0151303041582	82.4513259324376	299879.39556057	3.82091780523315	12.4747597963917	12.4747597963917	1.28162197415616	0.4624151355	5.99791087095995
GoMo-C086	0.0651279093513024	73.1229999999999	61.982919117602	78.9410313887319	236395.067779133	2.70609896300821	13.4247597963917	13.4247597963917	1.1984996638588	0.576327195	8.83681471045995
GoMo-C087	0.0486729093513024	89.50125	64.3275864518906	72.1352882561117	273114.207458	2.8810361871908	14.0747597963917	14.0747597963917	1.27829101008074	0.5821172905	5.81291582495995
GoMo-C089	0.0776541593513024	81.8499999999999	62.1124613438394	70.4708559806395	179167.579722289	2.70700678863914	12.1247597963917	12.1247597963917	1.18598537235647	0.6219691865	6.58788613945995
GoMo-C090	0.0469166593513024	73.9618749999999	65.4398311485791	79.0631842263959	245977.839719711	2.16209643797453	16.8747597963917	16.8747597963917	1.31210638316098	0.621496024	10.39214514796
GoMo-C091	0.0548279093513024	34.53275	54.1940650814037	78.2980232689606	147787.145901492	2.81896551380634	20.7562724014337	20.7562724014337	1.26429448547401	0.701754386	6.2024264018423
GoMo-C093	0.0482404093513024	85.55725	56.3214373762104	80.1060488702795	173260.919920696	3.29711844389673	14.1562724014337	14.1562724014337	1.21149097066383	0.733855186	8.7946084858423
GoMo-C094	0.0639416593513024	64.5474999999999	63.7440291088612	71.8131482955901	288210.509376742	3.05839380578163	14.0747597963917	14.0747597963917	1.35165933228715	0.724352839	7.08210563345995
GoMo-C098	0.0545541593513025	74.8419999999999	67.1473842241828	71.9900418943951	216926.171431523	3.14344888318292	12.7562724014337	12.7562724014337	1.25491161043318	0.93503937	7.0800661078423
GoMo-C099	0.0573916593513024	69.0962499999999	48.8221576545316	79.4626061436369	210069.731938922	1.33077357590773	13.8562724014337	13.8562724014337	1.25733570815435	0.705321529	8.1668559648423
GoMo-C100	0.0430166593513024	78.2071249999999	67.9134725309356	81.1035716066947	218694.580852563	2.98467414192388	11.4562724014337	11.4562724014337	1.15595707576017	0.717608631	7.4119980138423
GoMo-C101	0.0513916593513024	49.1562499999999	65.3847304563045	81.7973903932698	259832.987189438	1.82190693990917	15.3562724014337	15.3562724014337	1.24207744967856	0.759134097	7.3414385398423
GoMo-C102	0.0522791593513023	72.42	53.0293320154607	68.6249650079937	196407.680499844	2.76987324257145	13.2247597963917	13.2247597963917	1.22509209961028	0.5710990735	6.86031686445995
GoMo-C103	0.0520277357401913	103.02075	65.8120146155135	76.7157723290003	272728.134125	3.39285768723636			NA		
GoMo-C105	0.0555402357401914	71.9499999999999	72.6428725764344	87.9793255899177	213230.918051141	3.30343311219674			NA		
GoMo-C106					NA	NA			NA		
GoMo-C107	0.0450666593513024	93.9537499999999	60.0532639964919	74.8204242151294	243771.571790578	3.28017613758976	13.0747597963917	13.0747597963917	1.32348391965611	0.6028628225	6.65159895795995
GoMo-C108	0.0584116593513024	60.7656249999999	53.3766212460931	70.2745266256703	226397.334195977	2.57178354664528	14.5747597963917	14.5747597963917	1.32261381378547	0.842097553	6.17376148545995
GoMo-C109	0.0434816593513025	87.5399999999999	58.6517731870785	72.6250403147208	194237.403521758	3.41492639797866	16.1562724014337	16.1562724014337	1.13359401859748	0.848608282	10.4594541528423
GoMo-C110	0.0403833260179691	77.0808333333332	61.8204894629957	65.4699894315061	215962.3344415	2.21503079086644	17.7562724014337	17.7562724014337	1.4080454097791	1.063829787	6.8953714628423
GoMo-C111	0.0954252357401913	97.8037499999999	65.4844728540581	83.140545561807	178810.374693359	2.8638028541765			NA		
GoMo-C112	0.0543202357401913	89.1124999999999	59.8768501702541	76.2569436760912	210830.792795984	3.24606033488222			NA		
GoMo-C113					NA	NA			NA		
Goldrich	0.0844424926846353	58.563541666668	57.731258759665	65.8836448832072	187782.098925222	2.38065833757172	12.4580931263916	12.4580931263916	1.27420963488623	0.654024862499997	10.73312347546
Moniqui	0.0723198885179691	53.0180208333333	59.5027736404879	87.3073666727187	268112.473722914	3.6788437895136	14.1247597963917	14.1247597963917	1.42064888692665	0.9051501455	5.01424520445995
