Ind	Poids	Pression	Hues	Huefond	Lchair	ethylene	IR	AT	Glucose	Fructose	Malique
GoMo-C043	0.0711516593513025	63.7912499999999	65.6855197250472	73.4954107282986	208014.799241813	2.85567569454742	10.5562724014337	10.5562724014337	1.08603733729554	0.491448791	9.19833803884229
GoMo-C045	0.0695629093513025	56.809	61.6534268770039	80.4745993247493	285298.519456687	2.27028608619683	15.6747597963917	15.6747597963917	1.32689531640953	0.7637260715	9.16229276495994
GoMo-C047	0.0708591593513025	70.1392499999998	72.8221466830584	88.4790693596747	220171.45153768	3.24924157379404	12.6747597963917	12.6747597963917	1.25813045064303	0.614590432	4.89843615195996
GoMo-C048	0.0487754093513024	60.445	58.0102454710723	71.347970010048	241106.939598039	2.14534334691061	13.9247597963917	13.9247597963917	1.17287294170238	0.796193143	13.38688201046
GoMo-C049	0.0722979093513023	57.8960000000001	54.784820434902	74.2733229917412	216040.293626977	3.12573097529038	11.7562724014337	11.7562724014337	1.34555411373902	0.669642857	6.61312354284227
GoMo-C050	0.0534766593513026	69.8242499999999	64.0908241179107	74.3187069091027	206811.091194804	3.67530429911698	11.5562724014337	11.5562724014337	1.3114877048604	0.642927794	6.1524394678423
GoMo-C051	0.0655791593513025	91.0574999999999	58.7788236831299	83.6790971970149	330562.408465625	3.17399661967957	11.5247597963917	11.5247597963917	1.36146202282121	0.8532310165	8.02990783445995
GoMo-C052	0.0529329093513027	66.8824999999999	60.0409580924902	76.9050988336571	214092.653362437	2.0238006023538	12.7247597963917	12.7247597963917	1.15496373284007	0.604095106499999	8.44167562595995
GoMo-C053	0.0572879093513025	69.6075	64.5824850157417	81.7568647037513	262971.970015555	1.94505921160159	12.4247597963917	12.4247597963917	1.34152168563549	0.8903221245	8.18190972545994
GoMo-C054	0.0545991593513026	73.8399999999999	57.8697680111712	66.3936663020124	218474.908538195	2.14616160880022	17.4747597963917	17.4747597963917	1.32167768740683	0.990987730499999	8.75965977295995
GoMo-C055	0.0497716593513023	68.01375	53.9359042099817	67.4284715695645	224456.542710188	2.02078081051054	14.0562724014337	14.0562724014337	1.09054863853016	0.64420218	8.8260166728423
GoMo-C056					NA	NA			NA		
GoMo-C059					NA	NA			NA		
GoMo-C060	0.0722277357401914	102.16975	70.3298701573362	74.6292870718893	236717.162856	3.16968756576794			NA		
GoMo-C061	0.0449677357401914	82.5842499999999	69.2992046444385	77.2815899415396	230712.966053703	2.9079212882365			NA		
GoMo-C062	0.0561966593513024	37.7399999999999	59.9496496848925	77.2785874255809	184768.904413477	1.81405692203564	15.7562724014337	15.7562724014337	1.28272487463212	0.712180747	8.53351387284231
GoMo-C063	0.0625702357401913	87.2392499999999	70.0358251932152	73.5035111795713	181345.523761266	1.80231222274555			NA		
GoMo-C064	0.0737404093513025	46.404875	56.9955422894108	74.9140851778177	172579.054434601	3.53785266501223	14.3562724014337	14.3562724014337	1.17386232412494	0.590551180999999	6.56590463184229
GoMo-C067	0.0373452357401914	115.26	51.3439880539766	87.5626934139445	267027.778429875	2.98505832353826			NA		
GoMo-C068					NA	NA			NA		
GoMo-C069					NA	NA			NA		
GoMo-C071	0.0510880829624138	92.0599999999996	44.5182155630207	69.6704858309447	241542.474531734	1.46287573569336	14.0562724014337	14.0562724014337	1.28388147739579	1.098901099	11.3518549568423
GoMo-C072	0.0436502357401913	77.7364999999999	60.4086531025714	76.8049791789183	326264.558486766	2.97564877098438			NA		
GoMo-C073	0.0650791593513023	53.54	64.6956296401682	85.5468654790348	280591.786751133	3.19993309393917	11.9747597963917	11.9747597963917	1.22302524330914	0.816046442	10.33265333646
GoMo-C074	0.0698802357401915	51.4079999999999	70.3411112041042	73.5268358501079	171416.328875	3.13235043487013			NA		
GoMo-C075	0.0419466593513023	69.48875	66.1826089187549	73.403330932841	165778.337353	3.31701939670785	13.5747597963917	13.5747597963917	1.29738548378404	0.79314833	7.44242967295994
GoMo-C077	0.0513054093513022	65.20075	64.5567421289635	79.6572357520963	282558.963288438	1.66352266532321	16.9562724014337	16.9562724014337	1.54874634204572	0.519287834	7.4072927978423
